"","Culm_diameter","Culm_length","Culm_number","Grain_length","Grain_width","Grain_weight","Heading_date","Ligule_length","Leaf_length","Leaf_width","Panicle_length","Seedling_height"
"IRIS_313.11093",4,102,10,9.5,4.2,3.5,91,25,53,2.1,29,46
"IRIS_313.11086",5,133,11,8.9,4.1,3.1,91,23,61,1.9,24,31
"IRIS_313.8793",5,138,13,10.2,2.9,3.3,142,19,55,1.2,23,58
"IRIS_313.11831",4.7,95,8,11.3,3.8,4.4,85,18,46.8,1.6,25.2,41
"IRIS_313.8985",5,147,19,8.2,2.9,2.6,134,15,52,1.6,23,44
"IRIS_313.11922",7,137,9,9.8,3.4,3.2,106,20,49,1.8,26,36
"IRIS_313.11923",5.7,123,7,12.4,3.5,4.4,103,17,50,1.5,26,46
"IRIS_313.11681",6.4,162,13,9.1,3.2,3.2,133,33,64.6,1.6,28.4,45
"IRIS_313.10928",4,91,11,9.6,2.5,2.4,67,26,45,1.1,28,19
"IRIS_313.11817",5.3,102,17,9.7,2.9,2.6,106,24,62,1.4,23,35
"IRIS_313.8398",4,68,17,8.6,3.2,2.5,70,9,34,0.9,19,47
"IRIS_313.11893",5,122,17,8.7,3.2,2.5,99,19,61,0.9,24,51
"IRIS_313.11195",4,111,12,6.3,3.8,1.9,77,25,64,1.4,26,35
"IRIS_313.10518",6,130,30,8.5,3.8,2.8,116,15,90,1.8,33,24
"IRIS_313.11363",5,129,15,9.2,2.8,2.2,106,14,75,1.6,22,45
"IRIS_313.11364",4,127,18,7.4,2.8,1.9,100,27,50,1.4,25,52
"IRIS_313.10903",5,130,12,9.1,2.5,2.3,139,25,57,1.4,26,30
"IRIS_313.11156",4,78,10,8.8,2.3,2.4,88,10,34,0.9,25,27
"IRIS_313.11814",6,137,19,11.2,2.8,3,136,19,66,1.7,28,52
"IRIS_313.10952",5,173,14,7.9,2.9,1.9,108,18,69,2.2,26,19
"IRIS_313.11780",5,142,14,10.6,3.1,3.2,138,25,69,1.6,28,53
"IRIS_313.9389",7,91,10,7.9,3.5,3.2,93,12,45.4,1.4,22.4,39
"IRIS_313.11473",4,90,13,8.1,4,2.7,112,8,43,1.2,31,42
"IRIS_313.10469",4,70,10,7.5,3.6,2.8,75,10,40,1,19,15
"IRIS_313.9924",5,109,16,8.5,3.2,3.2,82,19,51,1.5,24,45
"IRIS_313.11690",4,99,9,7.7,2.6,2.1,82,10,30,1,19,38
"IRIS_313.11449",4,128,10,7.8,2.4,1.9,125,13,43,0.8,24,41
"IRIS_313.9445",4,112,19,7.8,3.3,2.6,114,43,59,0.8,26,41
"IRIS_313.10975",5,168,13,8.2,3.4,2.4,104,23,56,1.5,29,35
"IRIS_313.11456",3,92,15,9.1,2.2,1.5,84,16,40,1.2,24,43
"IRIS_313.8681",6,80,17,7.7,2.6,2.2,148,36,53,1.1,29,28
"IRIS_313.10929",5,96,14,8.2,3.1,2.7,95,29,54,1.5,30,19
"IRIS_313.11098",4,114,14,9.2,3,1.6,120,31,60,1.1,26,31
"IRIS_313.11793",5,113,14,9.8,2.7,2.2,135,18,52,1.2,25,49
"IRIS_313.11903",6,100,16,8.4,3.2,2.5,102,17,83,1.5,23,27
"IRIS_313.11416",5,122,13,8.6,2.7,2.2,121,21,53,1.1,28,58
"IRIS_313.10557",6,154,30,8.4,2.9,2.8,163,23,86,1.5,26,26
"IRIS_313.9070",5,131,13,7.9,2.8,2.3,134,24,61,1.3,26,46
"IRIS_313.9811",4,52,12,9,3.4,3.1,70,11,30,0.7,17,34
"IRIS_313.9505",6,146,15,8.5,3.4,2.8,121,22,77,1.3,31,29
"IRIS_313.9297",6,117,9,10.1,3.7,3,77,18,70,2,28,33
"IRIS_313.11116",5,126,14,9.2,3.6,2.8,103,24,67,1.5,28,37
"IRIS_313.8769",6,120,15,9.8,3.3,3.2,104,20,71,1.7,29,44
"IRIS_313.10572",6,140,20,7.8,3.5,2.5,116,17,74,1.5,22,27
"IRIS_313.10712",5,105,6,9.6,3.7,3.4,91,14,59,1.7,31,27
"IRIS_313.9002",4,67,20,7.8,3.5,2.6,69,11,39,1.1,23,18
"IRIS_313.8660",5,109,16,7.4,3.1,2.5,78,15,53,1.1,21,51
"IRIS_313.11524",5,106,11,8.9,3,2.3,100,14,55,1.7,25,21
"IRIS_313.10727",4,138,14,10.3,3,3.2,124,25,66,1.6,28,31
"IRIS_313.8283",5.6,140,29,7.8,3.1,2.1,101,17,50,0.9,23.2,40
"IRIS_313.10904",5,127,21,8.3,2.8,1.8,100,19,64,1.2,26,30
"IRIS_313.9968",4,84,12,8,3.4,3,113,13,53,1.4,25,54
"IRIS_313.11206",5,151,11,8,3.1,2.2,122,22,80,1.2,24,63
"IRIS_313.8492",7.6,161,15,8.9,2.9,2.7,129,16,55.6,1.8,28.4,42
"IRIS_313.11937",5.3,62,15,8,3.1,2.5,83,19,41,1.4,23,24
"IRIS_313.10905",4,147,16,8.2,2.7,2,139,20,54,1.3,25,29
"IRIS_313.9861",5,125,17,8.9,3.3,3.5,122,23,68,1.2,30,35
"IRIS_313.8342",6.9,92,16,6.1,2.3,1.2,80,20,47.2,1.2,25.4,47
"IRIS_313.8925",4,107,16,8.4,3.1,2.3,96,19,53,1.1,23,62
"IRIS_313.9174",5,100,14,8.2,3.4,2.6,96,14,39,1.3,28,53
"IRIS_313.8723",5,137,11,10.1,2.7,2,156,30,57,1.5,23,43
"IRIS_313.8924",4,106,14,8,3.1,2.3,102,20,52,1.2,28,48
"IRIS_313.11039",4,50,12,7.2,3.2,2.5,70,10,36,1.1,23,29
"IRIS_313.10787",4,101,15,8.8,2.7,1.8,120,22,57,1.9,25,29
"IRIS_313.11543",6.7,113,16,8.7,3.1,2.7,160,33,63,1.8,26,66
"IRIS_313.10082",4,55,16,8,3,2.9,85,15,36,1,20,26
"IRIS_313.11750",6,82,12,8.6,2.9,2.3,91,15,45,1.9,21,33
"IRIS_313.11751",5,72,20,9.6,2.7,2.5,80,16,32,1,21,32
"IRIS_313.9547",6,105,15,8.9,3,2.8,116,18,66,1.7,23,40
"IRIS_313.11077",5,115,9,10.9,3.9,4,84,21,44,1.6,26,49
"IRIS_313.11076",6,141,12,8.8,3.6,3.2,105,24,61,1.9,25,47
"IRIS_313.8454",5,118,20,8.1,3.1,2.3,87,20,48,1.2,27,21
"IRIS_313.11919",6,140,19,8.6,3,2.6,93,22,62,1.3,24,47
"IRIS_313.10976",4,95,20,8.4,3.2,2.5,62,20,52,1.1,21,39
"IRIS_313.11217",4,127,16,7.9,3.1,2.2,108,20,39,1.3,20,61
"IRIS_313.10735",5,106,16,8.5,2.7,2.1,77,10,52,1,22,26
"IRIS_313.11170",5,112,19,8.9,3.5,3,83,22,63,1.5,23,52
"IRIS_313.11046",4,135,9,8,3,2.3,103,18,58,1.8,25,29
"IRIS_313.11487",6.1,157,11,9.1,3.2,2.1,106,20,46.8,1.5,23,44
"IRIS_313.11828",5,143,19,8.5,3.4,2.7,102,20,54,1.3,23,47
"IRIS_313.10010",5,106,16,8,3.1,2.2,136,24,55,1.4,27,49
"IRIS_313.8789",4,111,19,8.3,3,2.6,74,20,61,1.4,21,56
"IRIS_313.10999",5,123,9,9.5,3,2.8,68,13,54,1.5,31,23
"IRIS_313.11577",4,117,20,9.8,3,2.4,88,19,67,1.3,23,46
"IRIS_313.11365",5,128,18,8.8,3.3,2.7,111,15,58,1.3,28,38
"IRIS_313.10993",5,125,9,9,4.1,2.6,89,17,62,1.7,31,38
"IRIS_313.8568",4,81,11,8.2,3,2.1,84,15,42,1,23,47
"IRIS_313.10690",8.1,139,20,8.7,2.7,2.3,103,15,58.8,1.7,19.9,42
"IRIS_313.8955",5,140,17,8.2,3.6,2.8,102,19,80,1.7,26,45
"IRIS_313.8349",6,138,16,8.8,3.1,2.7,152,17,50,1.5,27,69
"IRIS_313.11629",4,82,17,8.6,2.6,2.1,88,14,50,1.3,27,36
"IRIS_313.11337",5,107,17,7.8,3.8,3,116,17,62,1.8,29,22
"IRIS_313.11417",5,120,15,9.6,2.5,2,113,20,70,1.6,19,35
"IRIS_313.9129",4,148,14,9.1,3,3.1,88,17,55,1.9,30,19
"IRIS_313.9791",5,144,30,8.4,3.1,2.9,116,31,78,1.2,30,22
"IRIS_313.8894",6,113,20,9.5,2.5,1.6,120,21,69,1.6,29,30
"IRIS_313.10788",4,165,12,8.5,3.2,2.7,106,18,56,1.8,34,36
"IRIS_313.10789",4,175,12,9.6,3.1,3.4,106,17,64,1.9,33,37
"IRIS_313.9661",4,85,14,7.9,3.1,2.4,80,19,44,1,21,36
"IRIS_313.10645",5,105,13,9.5,3.7,4.1,87,14,52,1.9,31,36
"IRIS_313.8468",5,160,31,7.9,2.3,1.4,155,16,54,1.1,26,28
"IRIS_313.10660",6,108,18,9.4,4.1,3.4,74,17,58,2,26,36
"IRIS_313.9114",4,99,30,9.9,3,2.6,131,29,66,1.5,27,23
"IRIS_313.8785",5,157,15,10.4,2.8,3.3,124,25,63,1.6,25,66
"IRIS_313.9020",5,100,14,9.4,2.6,2.8,145,27,58,1.3,24,41
"IRIS_313.8895",5,140,17,9.8,2.8,2.8,136,23,47,1.2,26,42
"IRIS_313.9123",6.3,119,6,8.5,3,2.4,118,21,56.6,2.2,25.6,40
"IRIS_313.9209",6.3,183,22,8.5,2.5,2.3,149,21,57,1.4,25,42
"IRIS_313.11710",6.7,170,20,9.8,2.7,3.1,145,19,59,1.7,18,43
"IRIS_313.11389",5,181,15,10.2,2.9,2.8,128,20,75,1.7,23,69
"IRIS_313.9406",5,141,16,9.3,2.5,2.7,136,19,49,1.3,24,40
"IRIS_313.9286",5,148,11,9.6,2.4,2.5,107,24,60,1.1,24,48
"IRIS_313.9116",6,129,20,10,3,3,151,31,63,1.4,27,24
"IRIS_313.9115",5,111,20,9.7,2.9,2.3,131,29,62,1.4,24,22
"IRIS_313.9119",5,152,10,9.3,2.8,2.7,107,23,66,1.7,26,43
"IRIS_313.9112",6,144,30,9.8,2.7,2.4,131,22,71,1.5,27,24
"IRIS_313.11838",5.3,103,13,8.7,2.5,2.4,168,20,52,1.3,22,40
"IRIS_313.11234",5,100,12,10.4,2.9,2.3,97,19,49,1.9,27,40
"IRIS_313.9558",7,140,15,9.7,3.5,3,99,14,60,1.8,31,38
"IRIS_313.11381",7,147,19,8.4,3,3.6,121,22,57,1.7,30,61
"IRIS_313.10452",6,93,20,7.7,3.5,2.5,81,21,56,1.3,25,25
"IRIS_313.11236",8.3,137,9,9.2,2.7,2,153,18,64.8,1.3,22.6,50
"IRIS_313.10558",3,64,18,7.4,3.5,2.7,62,7,37,0.8,17,32
"IRIS_313.11949",5,94,26,8.2,2.9,2.3,81,16,49,1.1,23,56
"IRIS_313.11868",4,108,20,8.3,2.8,2.2,78,12,34,1.2,21,52
"IRIS_313.11881",5,123,17,8.7,3.2,2.4,83,16,57,1.5,24,50
"IRIS_313.11338",5,130,16,9.1,3.8,3.7,96,20,62,1.9,27,57
"IRIS_313.11894",6,151,15,9,3.3,2.8,110,24,76,1.4,24,49
"IRIS_313.11452",4,85,13,9.8,3.1,1.6,72,14,54,1.1,26,43
"IRIS_313.11478",5,94,14,9.2,3.2,2.4,88,11,53,1.2,29,39
"IRIS_313.9742",6,112,13,10.7,3.2,2.4,102,17,64,1.5,29,45
"IRIS_313.10790",5,133,12,9.5,3.3,2.8,120,23,69,1.9,31,40
"IRIS_313.8883",6,143,11,9.8,4.1,3.4,92,12,65,2.1,30,40
"IRIS_313.11666",3,63,13,9.2,3,2.7,76,9,32,0.8,20,41
"IRIS_313.10659",6,141,14,10.7,3.5,3.5,104,21,71,1.9,26,43
"IRIS_313.11017",5,119,15,8.6,3.4,2.9,62,18,51,1.3,20,51
"IRIS_313.8889",5,113,23,8.6,2.8,2.4,81,21,45,1.1,22,46
"IRIS_313.10453",6,95,20,7,3.3,2,70,12,41,1.4,16,23
"IRIS_313.9342",5.5,134,13,9.2,2.6,2.5,129,24,63.6,1.4,26.8,43
"IRIS_313.10751",4,119,13,7.8,3.1,2.5,112,15,52,0.9,25,51
"IRIS_313.10556",5,126,30,8.5,3,2.1,174,18,61,1.2,20,39
"IRIS_313.10748",4,120,21,8.6,2.6,2,69,20,57,1.2,22,34
"IRIS_313.10555",6,154,25,8.9,2.7,2.2,162,23,73,1.4,27,26
"IRIS_313.11578",3,75,20,8.1,3.7,2.3,80,10,51,1,21,39
"IRIS_313.10513",6,115,10,7.9,3.6,2.6,115,21,71,1.4,27,34
"IRIS_313.10842",5,106,14,7.2,2.9,2.1,108,25,56,2,25,20
"IRIS_313.10982",5,129,13,7.8,3.5,2.6,109,21,56,1.4,28,29
"IRIS_313.11667",3,47,13,8.9,3.1,2.6,72,6,27,1.2,17,33
"IRIS_313.11728",6,112,24,10.1,2.8,2.9,101,21,60,1.3,29,40
"IRIS_313.11133",5,132,12,8.2,3.8,2.7,90,21,63,1.9,25,27
"IRIS_313.8502",4,60,19,8.3,3.3,2.4,72,11,39,1.1,17,41
"IRIS_313.11171",3,134,21,7.5,3.2,2.1,79,20,60,1.2,23,56
"IRIS_313.8444",4,57,17,8.9,3.2,3,52,10,28,1.1,16,49
"IRIS_313.11752",4,62,18,8.4,3.1,2.3,72,14,36,1.5,20,25
"IRIS_313.8665",4,51,19,8.3,3.2,2.7,77,11,32,0.9,16,34
"IRIS_313.11653",3,50,12,7,3.2,2.2,70,10,32,1.2,17,28
"IRIS_313.11869",6.3,90,20,7.7,3.1,2.3,93,21,56,1.2,20,52
"IRIS_313.11898",7.3,168,11,9.2,3.8,3.5,109,20,64.8,1.9,26.2,43
"IRIS_313.9243",7.4,128,16,8.2,2.9,2.6,92,17,58,1.5,24.6,52
"IRIS_313.10511",6.4,155,12,9.2,2.6,2.7,127,21,75,1.6,24.8,44
"IRIS_313.11467",4,106,12,10.1,2.9,2.7,120,22,61,1.3,29,52
"IRIS_313.10732",4,138,19,8.4,2.5,2,105,27,66,1.1,31,30
"IRIS_313.11018",5,124,20,7.7,3.3,2.7,68,16,59,1.2,24,50
"IRIS_313.9062",7,151,14,8.7,3.7,3.4,135,20,58,1.7,25,40
"IRIS_313.9575",6,127,16,11.3,2.9,3.3,153,20,60,1.3,27,36
"IRIS_313.10510",5,140,15,7.6,2.6,2.1,120,21,51,1.2,30,36
"IRIS_313.11899",6,149,14,9.9,3.2,2.6,107,25,65,1.2,29,59
"IRIS_313.11000",5,133,11,8,3.2,2.4,103,25,61,1.7,28,32
"IRIS_313.11094",5,107,9,11.1,4.1,3.6,84,16,54,1.6,27,46
"IRIS_313.11095",6,158,10,8.5,3.6,3.1,105,23,71,2,24,44
"IRIS_313.10653",5,118,10,9.2,3.8,3.4,74,19,61,1.8,26,36
"IRIS_313.10680",5,141,9,8,3.9,3.9,106,15,56,1.6,31,43
"IRIS_313.10678",5,129,16,10.2,2.4,2,98,20,55,1.2,25,48
"IRIS_313.9709",6,122,30,9.5,2.3,2,116,21,66,1,25,19
"IRIS_313.11367",4,126,15,8.8,2.6,2,114,19,57,1.5,27,37
"IRIS_313.9258",6.3,109,18,8.4,3.2,2.8,126,23,61,1.3,27,41
"IRIS_313.11782",6,127,14,10.1,2.9,2.3,131,20,70,1.2,27,44
"IRIS_313.11736",5.6,110,10,7.7,3.3,2.5,90,13,45.2,1.8,24.6,29
"IRIS_313.10831",6.1,78,18,7.3,2.6,2.1,92,9,38.4,1.3,26,35
"IRIS_313.10832",5,80,9,10,3.7,2.7,85,12,51,1.8,24,42
"IRIS_313.11602",4,79,19,7.8,2.4,1.8,76,11,35,0.9,20,43
"IRIS_313.11945",7,122,17,7.1,2.9,2,130,25,63,1.4,26,45
"IRIS_313.11940",6.4,153,18,8.5,2.8,2,121,19,61,1.3,25.8,43
"IRIS_313.10729",4,111,14,8.1,3.1,2.4,87,5,54,2,21,34
"IRIS_313.10742",5,143,12,8.5,2.9,2.4,115,18,76,2,27,35
"IRIS_313.11100",6,118,9,9,2.9,1.8,85,18,72,1.9,24,30
"IRIS_313.9732",4,118,15,9.1,2.7,2.3,92,22,43,1.3,27,44
"IRIS_313.11977",4.7,112,26,7.6,2.7,1.9,130,27,63,1.1,25,35
"IRIS_313.11882",5,133,17,8.6,3.4,2.9,84,20,55,1.8,22,54
"IRIS_313.11615",8.3,119,13,7.2,2.9,2.3,143,18,41.8,1,22.4,49
"IRIS_313.8519",4,89,15,8,2.8,2.4,96,10,41,1.1,20,41
"IRIS_313.10946",5,118,9,8.5,3.3,3,79,15,58,2.3,33,20
"IRIS_313.10791",5,175,17,8.8,2.6,2.2,99,18,62,1.7,29,41
"IRIS_313.10099",6.7,88,11,8.4,2.7,2.4,109,19,55,1.6,25,39
"IRIS_313.11134",4,103,20,9,2.9,2.6,81,19,43,0.9,26,30
"IRIS_313.11658",4,98,13,8.9,3.4,2.9,100,14,56,1.4,22,38
"IRIS_313.11803",4,93,18,7.8,3.5,2.3,89,11,47,1.2,21,32
"IRIS_313.8391",6,113,17,8.3,2.7,2.4,130,18,64,1.6,23,34
"IRIS_313.11428",4,99,12,10.6,3.1,3.2,92,14,42,1.1,24,52
"IRIS_313.10907",5,133,14,6.5,2.9,1.6,110,19,53,1.3,29,27
"IRIS_313.11663",4,111,17,8.9,3.2,2.8,98,33,49,1.1,20,41
"IRIS_313.11532",4,135,10,8.9,3.7,3.2,100,14,73,2.1,25,43
"IRIS_313.11396",5,124,15,10.4,3,2.7,101,14,54,1.4,30,28
"IRIS_313.11418",5.7,154,18,10.7,2.7,3.3,129,23,64,1.5,22,61
"IRIS_313.10609",5,148,25,8.2,3.2,2.2,109,24,74,1.6,27,31
"IRIS_313.10977",5,144,14,7.9,3.5,3,109,16,45,1.6,26,32
"IRIS_313.10792",4,159,17,8.5,3.2,2.6,115,23,68,1.8,31,42
"IRIS_313.11135",5,139,13,9.4,3.2,2.7,116,19,63,1.7,28,40
"IRIS_313.11320",6,129,17,9.2,2.6,1.9,108,15,78,1.9,22,28
"IRIS_313.11784",5,97,25,9.7,2.4,2.2,104,22,48,1.2,25,35
"IRIS_313.10168",3,50,14,8.9,3.6,2.8,82,7,29,1.3,22,31
"IRIS_313.11729",5,54,26,7.9,3,2.4,67,16,42,1.3,16,29
"IRIS_313.9935",4,122,20,8,2.5,1.9,130,24,51,1.1,27,46
"IRIS_313.8493",6.3,139,15,7.5,2.6,1.9,156,24,55,1.5,25,40
"IRIS_313.9989",6,144,26,9.3,3.1,2.5,137,42,79,1.9,27,29
"IRIS_313.10793",5,150,9,7.8,3.6,2.5,80,11,66,1.8,33,38
"IRIS_313.11760",4,117,15,9,2.6,2.1,124,23,55,1.4,24,54
"IRIS_313.10794",5,151,13,8.6,3,2.1,88,21,69,1.8,32,38
"IRIS_313.8368",5,143,16,9.1,2.7,2.5,106,21,69,1.6,30,40
"IRIS_313.11809",5,119,17,10.5,2.5,2.3,85,17,49,1.3,25,44
"IRIS_313.11950",5,104,24,7.7,3.3,2.3,84,20,52,1.4,26,59
"IRIS_313.11951",5.3,113,27,8.8,3.1,2.2,82,14,36,1,21,54
"IRIS_313.11339",5.3,131,20,7.6,3.5,2.9,93,12,49.8,1.1,30.2,32
"IRIS_313.9925",4,55,16,7.2,3,2.2,76,13,41,1,21,29
"IRIS_313.10040",4,60,18,7.5,3.1,2,80,10,28,0.9,18,32
"IRIS_313.10191",4.7,70,27,8,2.3,1.6,78,15,43,1.2,22,38
"IRIS_313.10170",3,42,11,8,3,2.1,78,11,31,1.1,21,31
"IRIS_313.11340",5,128,12,9.1,3.5,3.7,92,12,52,1.5,26,49
"IRIS_313.11341",5,156,14,8.6,3.2,2.5,144,15,61,1.4,25,30
"IRIS_313.10749",4,113,14,8.3,2.6,1.6,115,21,61,1.3,22,32
"IRIS_313.11429",5,107,11,8.2,3.5,2.8,88,14,63,1.6,25,50
"IRIS_313.10795",4,97,9,8.3,3.4,2.4,71,12,48,2,28,39
"IRIS_313.9825",5,134,15,10.2,2.8,2.6,122,22,62,1.5,22,61
"IRIS_313.9862",6,145,19,9.3,3.5,3.4,116,24,74,1.2,28,41
"IRIS_313.11545",4,142,16,10.1,2.9,2.1,118,20,59,1.7,30,60
"IRIS_313.10111",4.8,45,16,9,2.9,2.3,50,16,36.4,1.1,16.1,36
"IRIS_313.10796",4,108,5,9.2,3.2,2.4,71,12,60,1.6,29,42
"IRIS_313.10723",5,128,21,8.1,2.8,2.4,119,16,77,1.6,27,32
"IRIS_313.11435",5,106,13,9.5,3,2.4,88,20,55,1.2,21,35
"IRIS_313.8768",5,105,13,9.3,3.2,2.6,101,14,59,1.4,26,21
"IRIS_313.10908",5,100,18,8.6,2.7,2,103,33,65,0.9,24,20
"IRIS_313.10489",6,119,10,7.3,3.6,2.5,94,12,66,1.4,26,22
"IRIS_313.11785",7,128,18,9.5,2.8,2.1,138,25,73,1.9,30,44
"IRIS_313.11811",5,129,16,9.1,2.9,2.1,123,20,59,1.7,23,51
"IRIS_313.11815",6,141,18,9.8,3,2.7,118,24,73,1.8,27,55
"IRIS_313.10733",4,126,20,9.6,3,2.2,91,23,58,1.3,27,34
"IRIS_313.11028",4,98,16,8.9,2.8,2.6,72,18,47,1.3,23,36
"IRIS_313.11941",5,83,20,9.1,2.4,2.5,110,16,40,1.5,21,20
"IRIS_313.10724",4,121,12,8.8,3,2.2,126,19,66,1.6,25,31
"IRIS_313.10048",5,141,19,10.6,3.4,3.6,105,20,50,1.2,23,52
"IRIS_313.11433",4,68,18,8.2,2.9,2.3,84,16,37,1.2,23,46
"IRIS_313.8930",3.7,79,16,7.9,3,2.7,104,14,53,1.3,23,33
"IRIS_313.9557",6,129,25,5.9,2.9,1.9,105,15,45,1.3,24,41
"IRIS_313.9769",4,58,10,6.9,3.2,2.1,80,10,39,1,18,16
"IRIS_313.11889",3,63,14,9.8,3,3.1,89,17,46,1.4,21,34
"IRIS_313.10716",3,106,17,8.1,3,2.4,80,20,51,1,23,41
"IRIS_313.11029",4,104,15,9.1,2.4,2.1,72,15,46,1,22,34
"IRIS_313.9072",5,134,19,8.2,2.8,2.2,90,13,50,0.9,31,32
"IRIS_313.11030",5,124,14,8.6,2.1,1.6,78,36,61,1.4,27,38
"IRIS_313.11419",5.3,120,20,6.1,3.1,1.8,175,26,56,1.3,18,51
"IRIS_313.10150",4,112,28,8.5,2.9,2.2,86,20,68,1.3,23,31
"IRIS_313.11786",5,113,18,10.6,2.7,2.8,123,22,52,1.1,25,42
"IRIS_313.8927",5,85,20,8.6,3.1,2.1,90,16,50,1.3,25,20
"IRIS_313.10440",6.2,133,16,7.2,3.4,2.4,92,14,52.8,1.3,30.8,29
"IRIS_313.11390",5,146,27,10.4,3.7,3.3,138,29,74,1.7,25,33
"IRIS_313.11534",5,142,21,8.3,3.1,1.9,153,31,79,1.6,29,53
"IRIS_313.10650",5,151,17,9.6,2.6,2.2,144,25,82,1.8,28,58
"IRIS_313.11739",4,120,17,9.2,3,2.8,99,14,56,1.6,24,40
"IRIS_313.11441",5,97,10,9.5,3.7,2.8,98,14,60,1.9,26,31
"IRIS_313.9809",6,152,20,8.6,3.6,3.5,130,19,68,1.3,28,45
"IRIS_313.11924",7,152,10,10.1,3.3,2.6,108,18,72,2,28,36
"IRIS_313.8485",4,129,11,10.3,2.7,2.9,94,15,51,1.1,21,55
"IRIS_313.11158",4,75,16,7.8,3.2,2.3,83,20,55,1.4,25,31
"IRIS_313.11870",5,97,23,8.3,2.8,2.2,82,30,53,1.4,24,56
"IRIS_313.9727",4,76,16,8.7,3.3,2.4,72,11,38,1.1,22,41
"IRIS_313.10561",5,88,15,8.6,3.3,2.6,88,15,52,1.2,26,27
"IRIS_313.10947",5,146,13,8.3,3.2,2.7,108,18,71,1.5,29,28
"IRIS_313.10970",4,145,15,7.6,2.7,1.8,130,22,58,1.4,22,46
"IRIS_313.10730",6,118,9,9.3,3.6,2,87,17,76,2.2,29,31
"IRIS_313.11446",5,99,16,8.3,3.2,2.1,84,17,56,1.4,26,24
"IRIS_313.11213",4,88,18,8.6,3.3,2.9,78,12,38,1.1,23,61
"IRIS_313.10797",5,153,15,9.8,2.7,2.7,115,22,65,1.6,29,53
"IRIS_313.11163",5,92,33,8.1,2.9,2.1,88,13,46,1.1,22,64
"IRIS_313.10520",6,120,20,7.6,3.1,2.7,151,22,85,1.5,24,21
"IRIS_313.11031",4,107,14,9.1,2.7,2,72,21,51,1.3,21,38
"IRIS_313.9696",6.3,136,17,7.1,2.5,1.9,111,16,51,1.1,25,40
"IRIS_313.11445",4,94,14,8.2,2.9,1.8,78,14,49,1.1,21,46
"IRIS_313.9605",6,114,9,7.9,3,2.2,84,21,56.6,1.5,23.2,43
"IRIS_313.9492",4,104,14,8.4,3.1,2.1,94,15,51,1.4,24,38
"IRIS_313.11636",4,93,11,8.3,3.3,2.8,84,16,43,1,21,58
"IRIS_313.11638",3,114,12,9.1,2.8,2.8,86,24,48,0.9,25,33
"IRIS_313.11639",4,64,12,8,2.9,2.4,72,15,34,1.1,21,34
"IRIS_313.11640",4,132,18,8.3,2.9,2.3,100,13,50,1.2,24,43
"IRIS_313.11641",4,104,15,6.8,3,1.8,92,19,48,1,26,36
"IRIS_313.11642",4,113,16,8.1,2.9,2.6,100,14,45,1.2,23,56
"IRIS_313.11644",4,96,15,8.2,3.2,2.7,98,20,47,1.1,23,57
"IRIS_313.11645",5,133,15,8.8,3,2.8,100,24,58,1.3,28,41
"IRIS_313.11646",4,115,14,9.7,2.8,3.1,98,17,40,1.2,23,50
"IRIS_313.11647",4,123,14,7.7,3.1,2.6,96,20,52,1.6,21,52
"IRIS_313.11648",4,105,17,7,2.9,1.9,98,20,52,1.3,24,49
"IRIS_313.9516",4,106,15,8.2,3.1,2.8,94,26,53,1,24,52
"IRIS_313.11650",4,147,17,8.8,2.6,2.2,108,22,56,1.4,22,43
"IRIS_313.9400",4,112,15,8.2,2.6,2.4,96,14,50,1.2,23,37
"IRIS_313.10909",7,139,12,7.5,2.5,1.7,148,21,47.6,1.3,24.6,49
"IRIS_313.10910",5,133,13,7.7,2.5,1.8,140,20,62,1.2,22,38
"IRIS_313.11936",4.5,156,23,8.8,2.4,2,133,19,53,1.3,24.6,33
"IRIS_313.10911",5,138,15,11.1,3.3,4.1,132,24,60,1.5,30,36
"IRIS_313.10912",4,135,11,8.6,2.9,2.4,139,22,52,1.2,28,31
"IRIS_313.10755",4,141,19,9.6,2.8,2.4,116,22,64,1.5,23,33
"IRIS_313.11119",5,204,12,9.2,3.2,2.4,157,26,53,1.8,23,66
"IRIS_313.8690",4,110,16,7.9,3.7,2.6,102,13,55,1.2,25,33
"IRIS_313.8735",5.7,107,17,8,3.3,3.1,101,16,57,1.5,30,34
"IRIS_313.8536",5,148,18,8.3,2.7,1.8,124,23,73,1.8,31,50
"IRIS_313.11546",4,133,16,8.7,3.1,2.1,116,20,63,1.5,29,53
"IRIS_313.11136",5,152,15,7.6,3.6,2.6,125,17,59,1.9,29,40
"IRIS_313.11137",4,131,15,8.4,3.3,2.8,98,13,76,1.3,28,43
"IRIS_313.10683",5,117,10,8.4,3.5,3.4,112,17,45,1.6,21,34
"IRIS_313.11138",5,158,16,8.3,2.6,1.9,116,18,59,1.4,28,37
"IRIS_313.8743",6,134,20,8.1,3.4,2.4,115,14,55,1.2,26,40
"IRIS_313.11391",3,150,16,9.6,3.6,2.4,132,22,77,1.4,28,33
"IRIS_313.11248",4,123,14,10.6,2.9,3.1,112,19,55,1.3,30,35
"IRIS_313.11683",6,146,18,8.8,2,1.6,141,31,68,1.2,23,40
"IRIS_313.11842",8,154,6,8.9,2.9,2.9,164,29,49,1.4,30.4,45
"IRIS_313.8731",7,122,15,8.1,3.1,2.5,84,19,54,1.4,24,48
"IRIS_313.11439",5,100,12,8.9,2.6,1.4,98,17,60,1.4,28,41
